name,hash_name,sell_listings,sell_price,sell_price_text,app_icon,app_name,asset_description,sale_price_text
StatTrak™ MP5-SD | Kitbash (Minimal Wear),StatTrak™ MP5-SD | Kitbash (Minimal Wear),130,166,$1.66,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902752142', 'instanceid': '188530170', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf1OD3fC0X_9iJg4GYg_L4MrXVqWdU78Ryk9bN_Iv9nBrt_hE9amv7cNWXIQ8_YQ2C8lC3wOfrh5S77czAyHtl7HR04yvUykDmn1gSOS3hQyLd', 'tradable': 1, 'name': 'StatTrak™ MP5-SD | Kitbash (Minimal Wear)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Restricted SMG', 'market_name': 'StatTrak™ MP5-SD | Kitbash (Minimal Wear)', 'market_hash_name': 'StatTrak™ MP5-SD | Kitbash (Minimal Wear)', 'commodity': 0}",$1.59
StatTrak™ MP5-SD | Kitbash (Well-Worn),StatTrak™ MP5-SD | Kitbash (Well-Worn),57,86,$0.86,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902816763', 'instanceid': '902658099', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf1OD3fC0X_9iJg4GYg_L4MrXVqWdU78Ryk9bM8Ij8nVn6_0dtMm30dYfGdlRvaVuGqAe7xO3o15a86MycnXJivXZwsCrVlhywhAYMMLKSzhstMw', 'tradable': 1, 'name': 'StatTrak™ MP5-SD | Kitbash (Well-Worn)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Restricted SMG', 'market_name': 'StatTrak™ MP5-SD | Kitbash (Well-Worn)', 'market_hash_name': 'StatTrak™ MP5-SD | Kitbash (Well-Worn)', 'commodity': 0}",$0.83
StatTrak™ MP5-SD | Necro Jr. (Battle-Scarred),StatTrak™ MP5-SD | Necro Jr. (Battle-Scarred),143,35,$0.35,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4896486007', 'instanceid': '188530170', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf1OD3fC0X09e_kL-FkvTmPLXem2JS58tOguzA45W72A3h-kpsNj_1dYeWcQM8aQ7W-wO4w-bs0JDouZrIzCdjsiEq7C6Mngv3309lo8kKsg', 'tradable': 1, 'name': 'StatTrak™ MP5-SD | Necro Jr. (Battle-Scarred)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Mil-Spec Grade SMG', 'market_name': 'StatTrak™ MP5-SD | Necro Jr. (Battle-Scarred)', 'market_hash_name': 'StatTrak™ MP5-SD | Necro Jr. (Battle-Scarred)', 'commodity': 0}",$0.34
StatTrak™ MP5-SD | Necro Jr. (Factory New),StatTrak™ MP5-SD | Necro Jr. (Factory New),72,215,$2.15,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902784326', 'instanceid': '188530170', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf1OD3fC0X09e_kL-FkvTmPLXem2JS58tOhuDG_Zi70APg_0BkZGimJo-cdg5tNVqDrwC8xb3vhMTovpnIm3FluCN37H6Jywv330--Kc52ig', 'tradable': 1, 'name': 'StatTrak™ MP5-SD | Necro Jr. (Factory New)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Mil-Spec Grade SMG', 'market_name': 'StatTrak™ MP5-SD | Necro Jr. (Factory New)', 'market_hash_name': 'StatTrak™ MP5-SD | Necro Jr. (Factory New)', 'commodity': 0}",$2.06
StatTrak™ MP5-SD | Necro Jr. (Field-Tested),StatTrak™ MP5-SD | Necro Jr. (Field-Tested),337,26,$0.26,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4896497799', 'instanceid': '188530170', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf1OD3fC0X09e_kL-FkvTmPLXem2JS58tOh-zF_Jn4xgLn-Epta2ihIdPGewNvZF3Z-QK2wenn08C96J-ayyNquyJw5nnYykSpwUYblU4sSmU', 'tradable': 1, 'name': 'StatTrak™ MP5-SD | Necro Jr. (Field-Tested)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Mil-Spec Grade SMG', 'market_name': 'StatTrak™ MP5-SD | Necro Jr. (Field-Tested)', 'market_hash_name': 'StatTrak™ MP5-SD | Necro Jr. (Field-Tested)', 'commodity': 0}",$0.25
StatTrak™ MP5-SD | Necro Jr. (Minimal Wear),StatTrak™ MP5-SD | Necro Jr. (Minimal Wear),118,61,$0.61,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4726106801', 'instanceid': '188530170', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf1OD3fC0X09e_kL-FkvTmPLXem2JS58tOhuDG_Zi70APg_0BkZGimJo-cdg5tNVqDrwC8xb3vhMTovpnIm3FluCN37H6Jywv330--Kc52ig', 'tradable': 1, 'name': 'StatTrak™ MP5-SD | Necro Jr. (Minimal Wear)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Mil-Spec Grade SMG', 'market_name': 'StatTrak™ MP5-SD | Necro Jr. (Minimal Wear)', 'market_hash_name': 'StatTrak™ MP5-SD | Necro Jr. (Minimal Wear)', 'commodity': 0}",$0.59
StatTrak™ MP5-SD | Necro Jr. (Well-Worn),StatTrak™ MP5-SD | Necro Jr. (Well-Worn),263,25,$0.25,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4897682801', 'instanceid': '188530333', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf1OD3fC0X09e_kL-FkvTmPLXem2JS58tOh-zF_Jn4xgLn-Epta2ihIdPGewNvZF3Z-QK2wenn08C96J-ayyNquyJw5nnYykSpwUYblU4sSmU', 'tradable': 1, 'name': 'StatTrak™ MP5-SD | Necro Jr. (Well-Worn)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Mil-Spec Grade SMG', 'market_name': 'StatTrak™ MP5-SD | Necro Jr. (Well-Worn)', 'market_hash_name': 'StatTrak™ MP5-SD | Necro Jr. (Well-Worn)', 'commodity': 0}",$0.24
StatTrak™ MP5-SD | Phosphor (Battle-Scarred),StatTrak™ MP5-SD | Phosphor (Battle-Scarred),18,583,$5.83,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4892535522', 'instanceid': '188548322', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf1OD3fC0X09qzh5SCgfb4DL_Dn3tu4MBwnPCPporx31fj-BY-Nmj0J4LAJFU9aQmD-lG9yOvogMS1ucvLmHZm7CB05mGdwUJhnopgrQ', 'tradable': 1, 'name': 'StatTrak™ MP5-SD | Phosphor (Battle-Scarred)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Classified SMG', 'market_name': 'StatTrak™ MP5-SD | Phosphor (Battle-Scarred)', 'market_hash_name': 'StatTrak™ MP5-SD | Phosphor (Battle-Scarred)', 'commodity': 0}",$5.58
StatTrak™ MP5-SD | Phosphor (Factory New),StatTrak™ MP5-SD | Phosphor (Factory New),10,2185,$21.85,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '3114045527', 'instanceid': '903393307', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf1OD3fC0X09qzh5SCgfb4DL_Dn3tu5Mx2gv2P9tukiVLkqkRkZzz2cdXBdFM7NV2G-Ae5wOfphMTpvZjMnHBruXN2sGGdwUKk4NUKRA', 'tradable': 1, 'name': 'StatTrak™ MP5-SD | Phosphor (Factory New)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Classified SMG', 'market_name': 'StatTrak™ MP5-SD | Phosphor (Factory New)', 'market_hash_name': 'StatTrak™ MP5-SD | Phosphor (Factory New)', 'commodity': 0}",$20.90
StatTrak™ MP5-SD | Phosphor (Field-Tested),StatTrak™ MP5-SD | Phosphor (Field-Tested),93,624,$6.24,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902763500', 'instanceid': '188530170', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf1OD3fC0X09qzh5SCgfb4DL_Dn3tu5cB1g_zMu9n33waw-hZqMmvxLNLAJwBqYViDrFO8yObugZ_vtZmcyHcw7HYm5CrD30vg0FG2818', 'tradable': 1, 'name': 'StatTrak™ MP5-SD | Phosphor (Field-Tested)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Classified SMG', 'market_name': 'StatTrak™ MP5-SD | Phosphor (Field-Tested)', 'market_hash_name': 'StatTrak™ MP5-SD | Phosphor (Field-Tested)', 'commodity': 0}",$5.97
StatTrak™ MP5-SD | Phosphor (Minimal Wear),StatTrak™ MP5-SD | Phosphor (Minimal Wear),67,1029,$10.29,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4901521620', 'instanceid': '902658099', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf1OD3fC0X09qzh5SCgfb4DL_Dn3tu5Mx2gv2P9tukiVLkqkRkZzz2cdXBdFM7NV2G-Ae5wOfphMTpvZjMnHBruXN2sGGdwUKk4NUKRA', 'tradable': 1, 'name': 'StatTrak™ MP5-SD | Phosphor (Minimal Wear)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Classified SMG', 'market_name': 'StatTrak™ MP5-SD | Phosphor (Minimal Wear)', 'market_hash_name': 'StatTrak™ MP5-SD | Phosphor (Minimal Wear)', 'commodity': 0}",$9.85
StatTrak™ MP5-SD | Phosphor (Well-Worn),StatTrak™ MP5-SD | Phosphor (Well-Worn),29,615,$6.15,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4901540722', 'instanceid': '902658099', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf1OD3fC0X09qzh5SCgfb4DL_Dn3tu5cB1g_zMu9n33waw-hZqMmvxLNLAJwBqYViDrFO8yObugZ_vtZmcyHcw7HYm5CrD30vg0FG2818', 'tradable': 1, 'name': 'StatTrak™ MP5-SD | Phosphor (Well-Worn)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Classified SMG', 'market_name': 'StatTrak™ MP5-SD | Phosphor (Well-Worn)', 'market_hash_name': 'StatTrak™ MP5-SD | Phosphor (Well-Worn)', 'commodity': 0}",$5.89
StatTrak™ MP7 | Abyssal Apparition (Battle-Scarred),StatTrak™ MP7 | Abyssal Apparition (Battle-Scarred),15,498,$4.98,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4727352499', 'instanceid': '188532780', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFAR17P7YJgJE6d2kq4iOluHtferXlDlXuZUkiLqX9Nqg2gaw-kFrNWj2JY-cdVM4M1HSqVTtwO_ogcOi_MOeoZsXGhk', 'tradable': 1, 'name': 'StatTrak™ MP7 | Abyssal Apparition (Battle-Scarred)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Classified SMG', 'market_name': 'StatTrak™ MP7 | Abyssal Apparition (Battle-Scarred)', 'market_hash_name': 'StatTrak™ MP7 | Abyssal Apparition (Battle-Scarred)', 'commodity': 0}",$4.77
StatTrak™ MP7 | Abyssal Apparition (Factory New),StatTrak™ MP7 | Abyssal Apparition (Factory New),13,3189,$31.89,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4900241850', 'instanceid': '902658099', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFAR17P7YJgJE6d2kq4yCkP_gfeqGkD0BsMZ03bnHodj0jgTtqEI9amugIYKUdgU-aVjU_lO3kLvt0ZCi_MOeXA1_Zxk', 'tradable': 1, 'name': 'StatTrak™ MP7 | Abyssal Apparition (Factory New)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Classified SMG', 'market_name': 'StatTrak™ MP7 | Abyssal Apparition (Factory New)', 'market_hash_name': 'StatTrak™ MP7 | Abyssal Apparition (Factory New)', 'commodity': 0}",$30.51
StatTrak™ MP7 | Abyssal Apparition (Field-Tested),StatTrak™ MP7 | Abyssal Apparition (Field-Tested),45,584,$5.84,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4726091599', 'instanceid': '188530170', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFAR17P7YJgJE6d2kq42Ok_7hPvWFwTNV7pIp2OvE9omj3gft_hVsY2rzLIKQcQM8ZAqG_lS3xLy-jMTvot2XnhIBVGYQ', 'tradable': 1, 'name': 'StatTrak™ MP7 | Abyssal Apparition (Field-Tested)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Classified SMG', 'market_name': 'StatTrak™ MP7 | Abyssal Apparition (Field-Tested)', 'market_hash_name': 'StatTrak™ MP7 | Abyssal Apparition (Field-Tested)', 'commodity': 0}",$5.59
StatTrak™ MP7 | Abyssal Apparition (Minimal Wear),StatTrak™ MP7 | Abyssal Apparition (Minimal Wear),29,1276,$12.76,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4901465913', 'instanceid': '902658099', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFAR17P7YJgJE6d2kq4yCkP_gfeqGkD0BsMZ03bnHodj0jgTtqEI9amugIYKUdgU-aVjU_lO3kLvt0ZCi_MOeXA1_Zxk', 'tradable': 1, 'name': 'StatTrak™ MP7 | Abyssal Apparition (Minimal Wear)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Classified SMG', 'market_name': 'StatTrak™ MP7 | Abyssal Apparition (Minimal Wear)', 'market_hash_name': 'StatTrak™ MP7 | Abyssal Apparition (Minimal Wear)', 'commodity': 0}",$12.21
StatTrak™ MP7 | Abyssal Apparition (Well-Worn),StatTrak™ MP7 | Abyssal Apparition (Well-Worn),37,521,$5.21,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902801082', 'instanceid': '188530170', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFAR17P7YJgJE6d2kq42Ok_7hPvWFwTNV7pIp2OvE9omj3gft_hVsY2rzLIKQcQM8ZAqG_lS3xLy-jMTvot2XnhIBVGYQ', 'tradable': 1, 'name': 'StatTrak™ MP7 | Abyssal Apparition (Well-Worn)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Classified SMG', 'market_name': 'StatTrak™ MP7 | Abyssal Apparition (Well-Worn)', 'market_hash_name': 'StatTrak™ MP7 | Abyssal Apparition (Well-Worn)', 'commodity': 0}",$4.99
StatTrak™ MP7 | Akoben (Battle-Scarred),StatTrak™ MP7 | Akoben (Battle-Scarred),154,16,$0.16,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902896057', 'instanceid': '188530170', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFBRw7P7YJgJW_tW0lYy0jvL4P7TGqWNU6dNoxLqTodv00AS1-0o_YGz6dYCdegM4Yl7VqFHsw7rtgsDvvp2bnHA1vCA8pSGKNLjNvHM', 'tradable': 1, 'name': 'StatTrak™ MP7 | Akoben (Battle-Scarred)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Mil-Spec Grade SMG', 'market_name': 'StatTrak™ MP7 | Akoben (Battle-Scarred)', 'market_hash_name': 'StatTrak™ MP7 | Akoben (Battle-Scarred)', 'commodity': 0}",$0.15
StatTrak™ MP7 | Akoben (Factory New),StatTrak™ MP7 | Akoben (Factory New),132,94,$0.94,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4883495116', 'instanceid': '188530170', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFBRw7P7YJgJW_tW0lYy0jvL4P7TGqWdY781lxLjCpdnx2gPg80Q6Njv2cI6XJw4_Z13X-FC3xey61JXtupqczyAyuSM8pSGKG3rzCmA', 'tradable': 1, 'name': 'StatTrak™ MP7 | Akoben (Factory New)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Mil-Spec Grade SMG', 'market_name': 'StatTrak™ MP7 | Akoben (Factory New)', 'market_hash_name': 'StatTrak™ MP7 | Akoben (Factory New)', 'commodity': 0}",$0.90
StatTrak™ MP7 | Akoben (Field-Tested),StatTrak™ MP7 | Akoben (Field-Tested),349,21,$0.21,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902763857', 'instanceid': '188530170', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFBRw7P7YJgJW_tW0lYy0jvL4P7TGqWZU7Mxkh6fCrNyl2QDk-kdta2H2JoKSdg44aVDWq1Dvw73m0JG8vszInyBhvCYi-z-DyLIkrLAu', 'tradable': 1, 'name': 'StatTrak™ MP7 | Akoben (Field-Tested)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Mil-Spec Grade SMG', 'market_name': 'StatTrak™ MP7 | Akoben (Field-Tested)', 'market_hash_name': 'StatTrak™ MP7 | Akoben (Field-Tested)', 'commodity': 0}",$0.20
StatTrak™ MP7 | Akoben (Minimal Wear),StatTrak™ MP7 | Akoben (Minimal Wear),177,35,$0.35,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902795636', 'instanceid': '188530170', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFBRw7P7YJgJW_tW0lYy0jvL4P7TGqWdY781lxLjCpdnx2gPg80Q6Njv2cI6XJw4_Z13X-FC3xey61JXtupqczyAyuSM8pSGKG3rzCmA', 'tradable': 1, 'name': 'StatTrak™ MP7 | Akoben (Minimal Wear)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Mil-Spec Grade SMG', 'market_name': 'StatTrak™ MP7 | Akoben (Minimal Wear)', 'market_hash_name': 'StatTrak™ MP7 | Akoben (Minimal Wear)', 'commodity': 0}",$0.34
StatTrak™ MP7 | Akoben (Well-Worn),StatTrak™ MP7 | Akoben (Well-Worn),83,23,$0.23,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4488939107', 'instanceid': '188530170', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFBRw7P7YJgJW_tW0lYy0jvL4P7TGqWZU7Mxkh6fCrNyl2QDk-kdta2H2JoKSdg44aVDWq1Dvw73m0JG8vszInyBhvCYi-z-DyLIkrLAu', 'tradable': 1, 'name': 'StatTrak™ MP7 | Akoben (Well-Worn)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Mil-Spec Grade SMG', 'market_name': 'StatTrak™ MP7 | Akoben (Well-Worn)', 'market_hash_name': 'StatTrak™ MP7 | Akoben (Well-Worn)', 'commodity': 0}",$0.22
StatTrak™ MP7 | Armor Core (Battle-Scarred),StatTrak™ MP7 | Armor Core (Battle-Scarred),141,26,$0.26,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902846970', 'instanceid': '188530170', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFAZx7P7YJgJX4MiklY2Ek_LmPYTZk2pH8Yty276YpIms2wTl8kdlaj_yLdOVcFBqaVmGq1C8lOfs0Za7us-bnXBnpGB8suPqgU1K', 'tradable': 1, 'name': 'StatTrak™ MP7 | Armor Core (Battle-Scarred)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Mil-Spec Grade SMG', 'market_name': 'StatTrak™ MP7 | Armor Core (Battle-Scarred)', 'market_hash_name': 'StatTrak™ MP7 | Armor Core (Battle-Scarred)', 'commodity': 0}",$0.25
StatTrak™ MP7 | Armor Core (Factory New),StatTrak™ MP7 | Armor Core (Factory New),195,71,$0.71,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902765676', 'instanceid': '188530170', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFAZx7P7YJgJX4MiklY2Ek_LmPYTdn2xZ_Isk2byQ8N2s2gKx_xJlZmD6cIeRe1U6aFzRq1m4we25gZe4v8ufwHtqpGB8spOTsiIZ', 'tradable': 1, 'name': 'StatTrak™ MP7 | Armor Core (Factory New)', 'name_color': 'CF6A32', 'type': 'StatTrak™ Mil-Spec Grade SMG', 'market_name': 'StatTrak™ MP7 | Armor Core (Factory New)', 'market_hash_name': 'StatTrak™ MP7 | Armor Core (Factory New)', 'commodity': 0}",$0.68
